#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.20,0.00
1,1000,0.20,5.11
2,1000,0.19,10.35
4,1000,0.19,20.76
8,1000,0.19,41.42
16,1000,0.20,78.23
32,1000,0.23,140.80
64,1000,0.22,287.83
128,1000,0.31,413.79
256,1000,0.32,787.98
512,1000,0.38,1332.55
1024,1000,0.49,2084.75
2048,1000,0.74,2755.60
4096,1000,1.12,3666.62
8192,1000,1.86,4412.56
16384,1000,2.95,5553.14
32768,1000,5.02,6533.88
65536,640,8.44,7767.79
131072,320,15.30,8567.47
262144,160,13.64,19219.40
524288,80,26.24,19983.85
1048576,40,62.72,16719.48
2097152,20,142.36,14731.76
4194304,10,316.40,13256.33
8388608,5,890.70,9417.94
16777216,2,2284.09,7345.27
33554432,1,5181.08,6476.34
67108864,1,10404.58,6449.94
134217728,1,20891.37,6424.55
268435456,1,41651.81,6444.75
