pre.send,main.matrix,remain.matrix,total.comput,total
0.00734366,0.168473,0.01597,0.184443,0.191786
0.00770628,0.177463,0.0163294,0.193792,0.201499
0.0078925,0.169842,0.0166145,0.186457,0.194349
0.00788152,0.168362,0.0166332,0.184995,0.192876
0.00779314,0.167022,0.0163366,0.183359,0.191152
0.00792236,0.170402,0.0167012,0.187103,0.195026
0.007211,0.167404,0.0158057,0.183209,0.19042
0.0073849,0.168348,0.0162897,0.184638,0.192023
0.00782338,0.167459,0.0164411,0.1839,0.191723
0.00782028,0.167891,0.0164488,0.18434,0.19216
