pre.send,main.matrix,remain.matrix,total.comput,total
0.0075615,0.222291,0.0261039,0.248395,0.255957
0.00818757,0.223823,0.0268804,0.250703,0.258891
0.00807974,0.221469,0.0264694,0.247939,0.256018
0.00877649,0.226351,0.0274066,0.253758,0.262534
0.00814982,0.220801,0.0265072,0.247309,0.255458
0.00752851,0.220655,0.0260692,0.246725,0.254253
0.00757987,0.224268,0.026169,0.250437,0.258017
0.0076083,0.22285,0.0260122,0.248863,0.256471
0.00810488,0.221287,0.0265701,0.247857,0.255962
0.00754592,0.221402,0.0259372,0.247339,0.254885
