pre.send,main.matrix,remain.matrix,total.comput,total
0.00814727,0.220193,0.0235478,0.243741,0.251888
0.0075799,0.220547,0.0229724,0.243519,0.251099
0.00813561,0.219516,0.0234834,0.242999,0.251135
0.00809096,0.22289,0.0407671,0.263657,0.271748
0.00768436,0.222746,0.0232855,0.246032,0.253716
0.00866141,0.220735,0.0240735,0.244808,0.25347
0.00805172,0.220146,0.0234182,0.243564,0.251616
0.00755062,0.22148,0.0230218,0.244502,0.252053
0.00754747,0.219352,0.0228639,0.242215,0.249763
0.00819931,0.223076,0.0237699,0.246845,0.255045
