3,1073741823,16,340.561,182.793,119.7,38.0674
3,134217727,16,38.1438,21.2636,12.0767,4.80342
3,268435455,16,77.6624,42.5043,25.4543,9.70378
3,536870911,16,160.011,85.8319,55.2222,18.957
3,1073741823,2,1134.98,88.3028,1027.3,19.3762
3,134217727,2,121.958,10.9102,108.182,2.8651
3,268435455,2,254.475,22.0316,227.335,5.10822
3,536870911,2,540.122,44.1219,486.387,9.613
3,134217727,32,35.495,22.1781,5.8989,7.41806
3,268435455,32,70.9559,44.46,12.4143,14.0816
3,536870911,32,160.451,106.797,31.7258,21.9286
3,1073741823,4,658.409,132.7,494.141,31.5683
3,134217727,4,71.9334,16.5292,51.6207,3.78347
3,268435455,4,149.066,33.0353,108.485,7.54581
3,536870911,4,314.302,66.1146,231.723,16.4643
3,1073741823,8,430.231,156.47,238.538,35.2227
3,134217727,8,48.7151,19.4362,24.7237,4.55517
3,268435455,8,102.671,38.839,52.3568,11.475
3,536870911,8,208.014,78.1638,112.221,17.6294
