4,134217727,16,40.5826,23.0399,12.4726,5.0701
4,268435455,16,83.159,46.4864,26.4648,10.2078
4,536870911,16,169.192,93.2253,55.635,20.3318
4,1073741823,2,1176.28,102.484,1053.14,20.6517
4,134217727,2,125.786,11.7232,111.564,2.49855
4,268435455,2,262.984,23.4921,233.646,5.84594
4,536870911,2,549.478,47.4786,490.735,11.2639
4,134217727,32,38.6497,24.7625,6.17326,7.71396
4,268435455,32,78.8292,48.6933,13.1577,16.9783
4,536870911,32,170.159,115.718,32.1762,22.2646
4,1073741823,4,667.789,143.549,491.886,32.354
4,134217727,4,74.8051,17.8415,52.7487,4.21483
4,268435455,4,155.321,35.5623,111.066,8.69257
4,536870911,4,321.556,70.9911,233.942,16.6227
4,1073741823,8,459.779,179.685,242.585,37.5084
4,134217727,8,51.0563,20.9809,25.2621,4.81336
4,268435455,8,105.161,42.084,53.7018,9.37518
4,536870911,8,216.407,84.4314,113.434,18.5408
