4,1073741823,16,290.844,150.908,103.647,36.2902
4,134217727,16,34.3405,18.7541,11.1308,4.45563
4,268435455,16,69.4566,37.1702,23.4788,8.80753
4,536870911,16,141.08,74.3983,48.9929,17.6883
4,1073741823,2,993.759,76.7497,896.934,20.0761
4,134217727,2,111.745,9.57028,99.2941,2.88065
4,268435455,2,233.115,19.3405,208.893,4.88164
4,536870911,2,479.202,38.3668,431.754,9.08078
4,1073741823,32,272.154,172.85,57.5179,41.7866
4,134217727,32,34.3025,23.4415,6.0778,4.78314
4,268435455,32,67.5962,44.6719,13.168,9.75631
4,536870911,32,136.497,89.0646,27.4823,19.9498
4,1073741823,4,575.502,115.511,431.75,28.2402
4,134217727,4,65.3015,14.3708,47.4498,3.48096
4,2147483647,4,1234.5,239.815,937.016,57.6725
4,268435455,4,135.438,28.8007,99.6051,7.0321
4,536870911,4,278.03,57.3172,206.249,14.4638
4,1073741823,8,376.362,134.823,208.03,33.5094
4,134217727,8,43.9495,17.0291,22.6139,4.30656
4,268435455,8,90.2758,34.0911,47.7655,8.41926
4,536870911,8,183.073,67.1703,99.3159,16.5871
