pre.send,main.matrix,remain.matrix,total.comput,total
0.00762883,0.175456,0.00762906,0.183086,0.190714
0.00815771,0.175483,0.00815804,0.183641,0.191798
0.00771407,0.182019,0.00771435,0.189733,0.197447
0.00812762,0.172672,0.00812792,0.1808,0.188928
0.00758916,0.174606,0.00758945,0.182196,0.189785
0.00761585,0.17417,0.00761605,0.181786,0.189402
0.00769889,0.176062,0.00769918,0.183761,0.19146
0.00812241,0.173114,0.00812261,0.181237,0.189359
0.00760458,0.174705,0.00760521,0.18231,0.189915
0.00770869,0.175297,0.00770901,0.183006,0.190715
