numproc,exec-time,init-time
40,6.81959e-05,1.71e-07
40,7.79096e-05,1.4e-07
40,6.71996e-05,1.2e-07
40,7.38325e-05,1.04e-07
40,6.46196e-05,1.41e-07
40,6.64898e-05,1.56e-07
40,6.50593e-05,1.12e-07
40,6.64508e-05,2.34e-07
40,6.80183e-05,1.48e-07
40,6.6126e-05,1.4e-07
