pre.send,main.matrix,remain.matrix,total.comput,total
0.00776168,0.320044,0.0218122,0.341857,0.349618
0.00836696,0.319156,0.0223913,0.341547,0.349914
0.00785022,0.317558,0.0218446,0.339403,0.347253
0.00787886,0.321995,0.0220529,0.344048,0.351927
0.00781025,0.31766,0.0217654,0.339425,0.347235
0.00781832,0.320684,0.0218633,0.342547,0.350366
0.00779944,0.316678,0.0216997,0.338378,0.346177
0.00783156,0.320922,0.0217812,0.342704,0.350535
0.008476,0.321957,0.0225802,0.344537,0.353013
0.00780393,0.322,0.0217825,0.343782,0.351586
