pre.send,main.matrix,remain.matrix,total.comput,total
0.00813138,0.15663,0.0109316,0.167562,0.175693
0.0081364,0.156153,0.0109553,0.167108,0.175245
0.00821684,0.157202,0.011054,0.168256,0.176473
0.00757911,0.15646,0.0103949,0.166855,0.174434
0.00810064,0.160706,0.0109444,0.17165,0.179751
0.00758354,0.1564,0.0104195,0.166819,0.174403
0.00870919,0.1577,0.0115716,0.169271,0.177981
0.00759557,0.156835,0.0104652,0.1673,0.174895
0.00822171,0.157285,0.0110484,0.168333,0.176555
0.00752279,0.156082,0.0103299,0.166412,0.173935
