#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.55,0.00
1,1000,0.61,1.64
2,1000,0.61,3.29
4,1000,0.61,6.55
8,1000,0.61,13.12
16,1000,0.62,25.68
32,1000,0.65,49.37
64,1000,0.80,79.71
128,1000,1.01,127.17
256,1000,1.19,215.09
512,1000,1.06,484.38
1024,1000,1.38,739.88
2048,1000,1.88,1090.56
4096,1000,2.67,1531.74
8192,1000,3.25,2517.99
16384,1000,3.53,4643.62
32768,1000,4.76,6888.34
65536,640,6.11,10718.59
131072,320,11.64,11264.54
262144,160,19.86,13196.88
524288,80,40.29,13012.68
1048576,40,97.09,10799.87
2097152,20,218.33,9605.56
4194304,10,409.62,10239.60
8388608,5,889.18,9434.14
16777216,2,3226.15,5200.39
33554432,1,8452.55,3969.74
67108864,1,16997.99,3948.05
134217728,1,33917.76,3957.15
268435456,1,68674.33,3908.82
