#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.55,0.00
1,1000,0.63,1.59
2,1000,0.63,3.17
4,1000,0.63,6.35
8,1000,0.64,12.59
16,1000,0.68,23.55
32,1000,0.65,49.00
64,1000,0.93,69.11
128,1000,1.07,119.13
256,1000,1.24,207.20
512,1000,1.29,397.86
1024,1000,1.44,709.32
2048,1000,1.80,1140.76
4096,1000,2.90,1414.69
8192,1000,3.21,2555.97
16384,1000,3.82,4294.21
32768,1000,4.83,6790.85
65536,640,6.65,9857.39
131072,320,10.80,12135.24
262144,160,20.33,12896.13
524288,80,40.49,12947.41
1048576,40,96.25,10893.85
2097152,20,212.74,9857.73
4194304,10,409.09,10252.86
8388608,5,894.97,9373.06
16777216,2,3236.03,5184.51
33554432,1,8459.43,3966.51
67108864,1,16997.68,3948.12
134217728,1,34023.86,3944.81
268435456,1,67992.69,3948.00
