#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.54,0.00
1,1000,0.62,1.60
2,1000,0.62,3.23
4,1000,0.62,6.42
8,1000,0.61,13.06
16,1000,0.70,22.92
32,1000,0.77,41.72
64,1000,0.83,76.79
128,1000,1.10,116.70
256,1000,1.19,215.20
512,1000,1.18,434.37
1024,1000,1.43,717.59
2048,1000,1.69,1215.07
4096,1000,2.72,1508.52
8192,1000,3.40,2408.43
16384,1000,3.53,4635.76
32768,1000,5.10,6431.30
65536,640,6.19,10591.98
131072,320,11.47,11425.89
262144,160,19.80,13240.43
524288,80,40.68,12888.63
1048576,40,94.76,11065.07
2097152,20,216.82,9672.50
4194304,10,410.40,10220.09
8388608,5,893.11,9392.62
16777216,2,3238.60,5180.40
33554432,1,8462.10,3965.26
67108864,1,17052.22,3935.49
134217728,1,33977.27,3950.22
268435456,1,67876.64,3954.75
