#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.53,0.00
1,1000,0.64,1.57
2,1000,0.64,3.14
4,1000,0.65,6.16
8,1000,0.63,12.62
16,1000,0.67,24.04
32,1000,0.66,48.14
64,1000,0.83,76.73
128,1000,1.02,125.23
256,1000,1.16,220.11
512,1000,1.14,448.17
1024,1000,1.49,685.25
2048,1000,1.83,1119.09
4096,1000,3.06,1339.69
8192,1000,3.20,2562.76
16384,1000,4.12,3979.13
32768,1000,4.33,7560.23
65536,640,7.63,8590.63
131072,320,10.24,12801.51
262144,160,19.80,13240.22
524288,80,39.66,13219.67
1048576,40,94.65,11078.79
2097152,20,218.89,9580.89
4194304,10,410.17,10225.86
8388608,5,896.06,9361.61
16777216,2,3221.11,5208.52
33554432,1,8441.40,3974.98
67108864,1,16991.75,3949.50
134217728,1,33992.95,3948.40
268435456,1,67793.97,3959.58
