#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.53,0.00
1,1000,0.60,1.66
2,1000,0.59,3.37
4,1000,0.61,6.60
8,1000,0.60,13.33
16,1000,0.67,23.95
32,1000,0.68,46.73
64,1000,0.84,76.58
128,1000,1.09,116.96
256,1000,1.17,218.86
512,1000,1.07,479.44
1024,1000,1.47,695.59
2048,1000,1.69,1209.65
4096,1000,2.63,1555.53
8192,1000,3.21,2550.49
16384,1000,3.54,4632.13
32768,1000,5.07,6459.59
65536,640,5.92,11064.00
131072,320,11.34,11560.64
262144,160,20.02,13090.89
524288,80,40.70,12882.25
1048576,40,95.76,10950.44
2097152,20,206.99,10131.62
4194304,10,406.13,10327.60
8388608,5,1043.25,8040.86
16777216,2,3281.54,5112.60
33554432,1,8514.47,3940.87
67108864,1,17132.97,3916.94
134217728,1,34181.29,3926.64
268435456,1,68414.80,3923.65
