#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.53,0.00
1,1000,0.61,1.63
2,1000,0.62,3.25
4,1000,0.61,6.52
8,1000,0.62,12.82
16,1000,0.67,23.72
32,1000,0.73,43.61
64,1000,0.88,72.97
128,1000,1.04,123.27
256,1000,1.15,223.17
512,1000,1.19,431.85
1024,1000,1.45,708.33
2048,1000,1.64,1249.27
4096,1000,2.68,1525.67
8192,1000,3.43,2387.20
16384,1000,3.65,4493.13
32768,1000,5.04,6502.51
65536,640,6.27,10460.06
131072,320,11.45,11452.06
262144,160,19.95,13143.19
524288,80,40.21,13038.42
1048576,40,96.88,10823.49
2097152,20,217.78,9629.55
4194304,10,409.42,10244.42
8388608,5,904.20,9277.40
16777216,2,3218.10,5213.39
33554432,1,8459.89,3966.29
67108864,1,16957.67,3957.43
134217728,1,33924.44,3956.37
268435456,1,67848.04,3956.42
