#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.52,0.00
1,1000,0.59,1.68
2,1000,0.59,3.39
4,1000,0.60,6.70
8,1000,0.59,13.48
16,1000,0.63,25.50
32,1000,0.65,48.86
64,1000,0.89,72.06
128,1000,0.98,131.06
256,1000,1.16,220.52
512,1000,1.04,491.86
1024,1000,1.43,716.78
2048,1000,1.80,1136.57
4096,1000,2.67,1531.32
8192,1000,3.23,2535.73
16384,1000,3.52,4660.61
32768,1000,4.89,6705.27
65536,640,6.41,10226.84
131072,320,11.17,11736.76
262144,160,19.58,13386.44
524288,80,39.86,13154.35
1048576,40,94.74,11067.62
2097152,20,215.55,9729.16
4194304,10,404.56,10367.56
8388608,5,894.07,9382.53
16777216,2,3214.97,5218.46
33554432,1,8428.44,3981.10
67108864,1,16980.22,3952.18
134217728,1,33863.10,3963.54
268435456,1,67590.56,3971.49
