#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.53,0.00
1,1000,0.64,1.56
2,1000,0.64,3.14
4,1000,0.63,6.30
8,1000,0.63,12.62
16,1000,0.65,24.45
32,1000,0.67,47.56
64,1000,0.90,70.82
128,1000,1.03,124.38
256,1000,1.15,223.38
512,1000,1.20,428.17
1024,1000,1.51,677.99
2048,1000,1.80,1135.36
4096,1000,2.68,1527.71
8192,1000,3.41,2401.71
16384,1000,3.54,4633.84
32768,1000,5.09,6432.42
65536,640,6.24,10497.61
131072,320,11.36,11536.27
262144,160,19.90,13173.58
524288,80,40.02,13100.93
1048576,40,97.25,10782.02
2097152,20,217.73,9631.90
4194304,10,409.62,10239.40
8388608,5,904.11,9278.26
16777216,2,3226.72,5199.46
33554432,1,8459.17,3966.64
67108864,1,16979.33,3952.39
134217728,1,33950.08,3953.38
268435456,1,67842.16,3956.76
