#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.55,0.00
1,1000,0.62,1.61
2,1000,0.62,3.25
4,1000,0.62,6.46
8,1000,0.62,12.83
16,1000,0.66,24.35
32,1000,0.77,41.60
64,1000,0.95,67.11
128,1000,1.02,126.01
256,1000,1.19,214.37
512,1000,1.19,428.67
1024,1000,1.37,745.49
2048,1000,1.76,1160.82
4096,1000,3.07,1332.79
8192,1000,3.38,2426.55
16384,1000,3.57,4594.34
32768,1000,5.07,6467.73
65536,640,6.18,10599.86
131072,320,11.33,11565.06
262144,160,19.84,13211.51
524288,80,40.66,12896.01
1048576,40,96.40,10877.34
2097152,20,217.94,9622.57
4194304,10,409.19,10250.34
8388608,5,908.29,9235.56
16777216,2,3232.27,5190.53
33554432,1,8453.67,3969.22
67108864,1,17004.23,3946.60
134217728,1,34025.59,3944.61
268435456,1,67786.03,3960.04
