#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.54,0.00
1,1000,0.63,1.59
2,1000,0.63,3.18
4,1000,0.62,6.40
8,1000,0.62,12.84
16,1000,0.66,24.10
32,1000,0.71,45.22
64,1000,0.90,71.04
128,1000,1.10,116.75
256,1000,1.16,221.12
512,1000,1.21,421.61
1024,1000,1.37,747.33
2048,1000,1.80,1136.64
4096,1000,2.88,1424.22
8192,1000,3.18,2574.86
16384,1000,3.86,4248.53
32768,1000,4.73,6929.44
65536,640,6.79,9658.94
131072,320,10.20,12845.97
262144,160,20.15,13008.14
524288,80,40.98,12793.86
1048576,40,97.24,10783.81
2097152,20,206.03,10178.66
4194304,10,405.95,10331.99
8388608,5,889.52,9430.47
16777216,2,3272.81,5126.24
33554432,1,8496.96,3948.99
67108864,1,17098.36,3924.87
134217728,1,34176.06,3927.24
268435456,1,68301.73,3930.14
