#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.53,0.00
1,1000,0.58,1.72
2,1000,0.58,3.44
4,1000,0.59,6.74
8,1000,0.58,13.71
16,1000,0.62,25.64
32,1000,0.66,48.48
64,1000,0.78,82.28
128,1000,0.97,131.79
256,1000,1.06,240.60
512,1000,1.18,435.28
1024,1000,1.38,741.77
2048,1000,1.70,1207.04
4096,1000,2.75,1488.87
8192,1000,3.25,2520.97
16384,1000,3.52,4659.44
32768,1000,5.19,6314.07
65536,640,6.44,10172.96
131072,320,11.04,11873.99
262144,160,19.89,13179.39
524288,80,40.06,13087.04
1048576,40,96.66,10848.30
2097152,20,206.29,10166.24
4194304,10,410.47,10218.28
8388608,5,888.40,9442.42
16777216,2,3229.30,5195.30
33554432,1,8581.54,3910.07
67108864,1,16999.00,3947.81
134217728,1,33990.86,3948.64
268435456,1,67926.68,3951.84
