#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.55,0.00
1,1000,0.61,1.63
2,1000,0.62,3.23
4,1000,0.63,6.39
8,1000,0.61,13.22
16,1000,0.66,24.42
32,1000,0.76,42.34
64,1000,0.90,71.33
128,1000,1.09,117.85
256,1000,1.18,216.33
512,1000,1.19,428.72
1024,1000,1.40,730.19
2048,1000,1.78,1148.25
4096,1000,2.75,1490.61
8192,1000,3.47,2362.56
16384,1000,3.82,4287.58
32768,1000,5.08,6447.99
65536,640,6.27,10452.64
131072,320,11.94,10979.64
262144,160,19.91,13165.67
524288,80,39.94,13126.18
1048576,40,97.24,10783.63
2097152,20,217.26,9652.76
4194304,10,410.17,10225.73
8388608,5,891.15,9413.24
16777216,2,3239.49,5178.96
33554432,1,8417.73,3986.16
67108864,1,17027.00,3941.32
134217728,1,34008.03,3946.65
268435456,1,67862.26,3955.59
