pre.send,main.matrix,remain.matrix,total.comput,total
0.00836178,0.176157,0.00836198,0.184519,0.192881
0.00766047,0.174752,0.00766078,0.182413,0.190073
0.0077104,0.175756,0.00771077,0.183467,0.191177
0.00836641,0.17665,0.00836674,0.185017,0.193383
0.00822203,0.175602,0.00822232,0.183824,0.192046
0.00766638,0.176008,0.0076668,0.183675,0.191341
0.00823563,0.174655,0.00823593,0.182891,0.191127
0.00825018,0.179935,0.00825052,0.188185,0.196436
0.00775283,0.17594,0.00775311,0.183693,0.191446
0.00772324,0.176424,0.00772353,0.184148,0.191871
