pre.send,main.matrix,remain.matrix,total.comput,total
0.00767091,0.158253,0.00767132,0.165925,0.173596
0.00771796,0.158766,0.00771816,0.166484,0.174202
0.0077338,0.15942,0.00773419,0.167154,0.174888
0.00831074,0.158027,0.00831104,0.166338,0.174649
0.00761041,0.157771,0.00761091,0.165382,0.172993
0.00823533,0.158198,0.00823567,0.166434,0.174669
0.00780369,0.159353,0.00780389,0.167157,0.174961
0.00771143,0.157864,0.00771163,0.165576,0.173288
0.00769901,0.157499,0.00769932,0.165198,0.172897
0.00827583,0.157895,0.00827615,0.166171,0.174447
