pre.send,main.matrix,remain.matrix,total.comput,total
0.007804,0.318788,0.02819,0.346978,0.354782
0.00788449,0.326679,0.0286497,0.355329,0.363213
0.00726204,0.335304,0.0277539,0.363058,0.37032
0.00772032,0.327038,0.0287183,0.355757,0.363477
0.00792988,0.32578,0.0286213,0.354401,0.362331
0.00779396,0.320221,0.0280913,0.348312,0.356106
0.00785777,0.325542,0.0284256,0.353968,0.361826
0.00777483,0.322452,0.0281894,0.350641,0.358416
0.00788061,0.323155,0.0284262,0.351581,0.359462
0.00736989,0.325253,0.0280601,0.353313,0.360683
