numproc,exec-time,init-time
I,am,process,19,and,i,have,received,20,messages.My,final,messages,have,tag,190,and,left-value,-190,right-value,190
I,am,process,19,and,i,have,received,20,messages.My,final,messages,have,tag,190,and,left-value,-190,right-value,190
I,am,process,19,and,i,have,received,20,messages.My,final,messages,have,tag,190,and,left-value,-190,right-value,190
I,am,process,19,and,i,have,received,20,messages.My,final,messages,have,tag,190,and,left-value,-190,right-value,190
I,am,process,19,and,i,have,received,20,messages.My,final,messages,have,tag,190,and,left-value,-190,right-value,190
I,am,process,19,and,i,have,received,20,messages.My,final,messages,have,tag,190,and,left-value,-190,right-value,190
I,am,process,19,and,i,have,received,20,messages.My,final,messages,have,tag,190,and,left-value,-190,right-value,190
I,am,process,19,and,i,have,received,20,messages.My,final,messages,have,tag,190,and,left-value,-190,right-value,190
I,am,process,19,and,i,have,received,20,messages.My,final,messages,have,tag,190,and,left-value,-190,right-value,190
I,am,process,19,and,i,have,received,20,messages.My,final,messages,have,tag,190,and,left-value,-190,right-value,190
