pre.send,main.matrix,remain.matrix,total.comput,total
0.00837476,0.153461,0.0148713,0.168333,0.176707
0.00735012,0.15176,0.013895,0.165655,0.173005
0.00785482,0.151258,0.0144141,0.165672,0.173527
0.00790624,0.155193,0.0145063,0.169699,0.177606
0.00801136,0.152252,0.0145941,0.166846,0.174857
0.00803417,0.153258,0.0145446,0.167803,0.175837
0.00787091,0.152144,0.0144205,0.166565,0.174436
0.00777583,0.152133,0.0143085,0.166442,0.174218
0.00789958,0.153881,0.0145919,0.168473,0.176373
0.00718864,0.151156,0.0136827,0.164839,0.172027
