pre.send,main.matrix,remain.matrix,total.comput,total
0.00781542,0.2542,0.0314247,0.285625,0.293441
0.0077367,0.254912,0.0315175,0.28643,0.294167
0.00733068,0.261999,0.0315265,0.293525,0.300856
0.0072354,0.255359,0.0309202,0.286279,0.293514
0.0077927,0.253335,0.0313357,0.284671,0.292464
0.00781896,0.256331,0.0315113,0.287842,0.295661
0.00777971,0.256337,0.0316054,0.287942,0.295722
0.00776263,0.256713,0.0352727,0.291986,0.299748
0.00734455,0.258084,0.0314366,0.28952,0.296865
0.00727636,0.258151,0.0311088,0.28926,0.296536
