1,2,3,4,5,6,7,8,9,10,11,12,13,14
4,Maxtime,Mintime,+,JacobiMi,JacobiMa,1.94814102300,1.94698172900,1.88137927200,1.88817877400,Residual,34036666.6397,MLUPs,2660.99832548
4,Maxtime,Mintime,+,JacobiMi,JacobiMa,1.94092432000,1.94091362400,1.88158859500,1.88845171000,Residual,5666666.66664,MLUPs,2670.89239214
4,Maxtime,Mintime,+,JacobiMi,JacobiMa,1.93932257700,1.93931537800,1.88149698900,1.88803632800,Residual,1206790.12309,MLUPs,2673.09835995
4,Maxtime,Mintime,+,JacobiMi,JacobiMa,1.93985588300,1.93984698900,1.88156493500,1.88805493300,Residual,358539.094582,MLUPs,2672.36347062
4,Maxtime,Mintime,+,JacobiMi,JacobiMa,1.93929726000,1.93928985000,1.88145763300,1.88798007900,Residual,146840.706447,MLUPs,2673.13325653
4,Maxtime,Mintime,+,JacobiMi,JacobiMa,1.93975274700,1.93974552700,1.88165940800,1.88822474600,Residual,75656.0494446,MLUPs,2672.50555929
4,Maxtime,Mintime,+,JacobiMi,JacobiMa,1.93926505900,1.93925698400,1.88139032900,1.88791741300,Residual,45032.9968395,MLUPs,2673.17764322
4,Maxtime,Mintime,+,JacobiMi,JacobiMa,1.93992033900,1.93990241900,1.88177770200,1.88826378900,Residual,29405.0218051,MLUPs,2672.27467839
4,Maxtime,Mintime,+,JacobiMi,JacobiMa,1.93967566300,1.93966523600,1.88140933600,1.88772161100,Residual,20463.0793599,MLUPs,2672.61176643
4,Maxtime,Mintime,+,JacobiMi,JacobiMa,1.93992933600,1.93991064200,1.88167737600,1.88815404400,Residual,14920.8712983,MLUPs,2672.26228492
