pre.send,main.matrix,remain.matrix,total.comput,total
0.00818225,0.197516,0.0102635,0.20778,0.215962
0.00816047,0.196806,0.0102419,0.207048,0.215208
0.00823352,0.198725,0.0103529,0.209078,0.217312
0.0081949,0.196352,0.0102897,0.206642,0.214837
0.00767907,0.197079,0.00978937,0.206869,0.214548
0.00765524,0.197287,0.00975089,0.207038,0.214693
0.00818135,0.196673,0.0102833,0.206956,0.215138
0.00827838,0.201917,0.0103939,0.212311,0.220589
0.00820685,0.205227,0.0103223,0.215549,0.223756
0.00765816,0.19867,0.00975741,0.208427,0.216085
