pre.send,main.matrix,remain.matrix,total.comput,total
0.00758888,0.230464,0.0075893,0.238053,0.245642
0.00766562,0.232732,0.00766643,0.240399,0.248064
0.00815901,0.230829,0.0081593,0.238988,0.247147
0.00822414,0.231969,0.00822443,0.240193,0.248417
0.00757453,0.235234,0.00757492,0.242809,0.250383
0.00758137,0.230801,0.0075816,0.238382,0.245964
0.00768846,0.232731,0.00768876,0.24042,0.248108
0.00849544,0.232315,0.00849577,0.240811,0.249306
0.00760977,0.231066,0.00761019,0.238676,0.246286
0.00823829,0.238418,0.00823886,0.246657,0.254895
