pre.send,main.matrix,remain.matrix,total.comput,total
0.00782063,0.184251,0.0153261,0.199577,0.207398
0.00783058,0.184869,0.0154374,0.200307,0.208137
0.0078079,0.186131,0.0154719,0.201603,0.209411
0.0078009,0.183927,0.0152168,0.199144,0.206945
0.00780196,0.183347,0.0153118,0.198659,0.206461
0.00724474,0.184122,0.0148439,0.198966,0.206211
0.00719148,0.19034,0.0146219,0.204962,0.212154
0.00783912,0.193259,0.0153223,0.208581,0.216421
0.00780016,0.183593,0.0152608,0.198854,0.206654
0.00789149,0.191711,0.0154499,0.207161,0.215053
