pre.send,main.matrix,remain.matrix,total.comput,total
0.00775401,0.150981,0.0152735,0.166254,0.174008
0.00788484,0.151426,0.0154788,0.166905,0.17479
0.00780029,0.153451,0.0152277,0.168678,0.176479
0.00739358,0.158841,0.0151759,0.174016,0.18141
0.00730259,0.151697,0.0149051,0.166602,0.173905
0.00781706,0.151117,0.0153036,0.166421,0.174238
0.00725538,0.150939,0.0148256,0.165764,0.17302
0.00795241,0.152588,0.0155008,0.168088,0.176041
0.00781367,0.150982,0.0152791,0.166261,0.174075
0.00735982,0.153519,0.0148299,0.168348,0.175708
