pre.send,main.matrix,remain.matrix,total.comput,total
0.00823288,0.15827,0.0144172,0.172688,0.180921
0.00816322,0.157478,0.0143026,0.171781,0.179944
0.00814238,0.157875,0.0141907,0.172066,0.180209
0.008197,0.159758,0.0144319,0.17419,0.182387
0.00811303,0.157875,0.0141828,0.172058,0.180171
0.00756746,0.156587,0.0136115,0.170198,0.177766
0.00813598,0.15722,0.0142938,0.171513,0.179649
0.00761792,0.158505,0.0137679,0.172273,0.179891
0.00821468,0.158627,0.0144543,0.173081,0.181296
0.00755187,0.156237,0.0232852,0.179523,0.187074
