pre.send,main.matrix,remain.matrix,total.comput,total
0.00748579,0.179713,0.00923502,0.188949,0.196434
0.00807009,0.17784,0.00981312,0.187653,0.195723
0.00810287,0.178979,0.00984559,0.188824,0.196927
0.00802041,0.177426,0.00976121,0.187187,0.195207
0.00801205,0.177252,0.0097466,0.186999,0.195011
0.00745076,0.177138,0.00919273,0.186331,0.193782
0.00809251,0.178227,0.00985172,0.188079,0.196171
0.00746654,0.177463,0.00920599,0.186669,0.194136
0.00759035,0.179581,0.00934556,0.188926,0.196517
0.00802978,0.17673,0.00976123,0.186491,0.194521
