pre.send,main.matrix,remain.matrix,total.comput,total
0.00782851,0.320172,0.0312787,0.35145,0.359279
0.00780293,0.325357,0.0317429,0.357099,0.364902
0.00776306,0.323196,0.031606,0.354802,0.362565
0.00795654,0.328385,0.0320656,0.36045,0.368407
0.00781915,0.321888,0.0314363,0.353325,0.361144
0.00778187,0.319848,0.0313231,0.351172,0.358953
0.00784943,0.322276,0.0314358,0.353712,0.361561
0.0078235,0.320194,0.0313358,0.35153,0.359353
0.00777397,0.320671,0.0312659,0.351936,0.35971
0.00782939,0.322029,0.0314914,0.353521,0.36135
