pre.send,main.matrix,remain.matrix,total.comput,total
0.00760242,0.251157,0.0104561,0.261613,0.269216
0.00813539,0.243527,0.010971,0.254498,0.262633
0.00768232,0.247808,0.010593,0.258401,0.266083
0.00808962,0.242573,0.0109199,0.253493,0.261583
0.00768089,0.245002,0.0105317,0.255533,0.263214
0.00817852,0.242446,0.0110106,0.253456,0.261635
0.00767085,0.245295,0.0105183,0.255814,0.263485
0.00750989,0.25062,0.0103344,0.260954,0.268464
0.00819939,0.245825,0.0110509,0.256876,0.265076
0.00813706,0.24409,0.0109958,0.255086,0.263223
