pre.send,main.matrix,remain.matrix,total.comput,total
0.00819156,0.222246,0.0267866,0.249033,0.257224
0.00756427,0.220622,0.025989,0.246611,0.254176
0.0075477,0.221522,0.0261727,0.247695,0.255243
0.00764659,0.223697,0.0262177,0.249914,0.257561
0.00761055,0.223988,0.0263221,0.25031,0.25792
0.00760231,0.227695,0.0261071,0.253802,0.261404
0.00759511,0.22796,0.0261352,0.254095,0.26169
0.00817371,0.220823,0.026776,0.247599,0.255773
0.00815682,0.221103,0.0266912,0.247794,0.255951
0.00811316,0.221088,0.0265408,0.247629,0.255742
