pre.send,main.matrix,remain.matrix,total.comput,total
0.0108473,0.194353,0.0108477,0.205201,0.216048
0.0108495,0.191897,0.0108495,0.202747,0.213596
0.0107639,0.191035,0.0107642,0.2018,0.212564
0.0107785,0.192854,0.0107788,0.203633,0.214411
0.0107965,0.194015,0.0107969,0.204812,0.215608
0.0108435,0.193778,0.010844,0.204622,0.215465
0.0107931,0.195097,0.0107934,0.20589,0.216683
0.0108523,0.191788,0.0108526,0.202641,0.213493
0.0108292,0.192162,0.0108294,0.202991,0.213821
0.0107762,0.191741,0.0107764,0.202517,0.213294
