pre.send,main.matrix,remain.matrix,total.comput,total
0.00763717,0.156771,0.00763737,0.164409,0.172046
0.00763322,0.158963,0.0076337,0.166597,0.17423
0.00771447,0.156839,0.00771483,0.164554,0.172268
0.0077031,0.156268,0.00770334,0.163971,0.171674
0.00828464,0.15861,0.00828504,0.166895,0.17518
0.00771584,0.157164,0.00771607,0.16488,0.172596
0.00878347,0.157251,0.00878386,0.166035,0.174818
0.00833554,0.157176,0.00833586,0.165512,0.173848
0.00830777,0.15729,0.00830812,0.165598,0.173906
0.00777579,0.158142,0.00777606,0.165918,0.173694
