numproc,exec-time,init-time
36,5.86797e-05,1.38e-07
36,5.87017e-05,1.44e-07
36,5.98453e-05,1.09e-07
36,5.83036e-05,1.49e-07
36,5.99357e-05,1.55e-07
36,5.89319e-05,1.47e-07
36,5.8573e-05,1.58e-07
36,5.94283e-05,1.32e-07
36,5.96648e-05,1.58e-07
36,5.98787e-05,3.89e-07
