#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,1.00,0.00
1,1000,0.99,1.01
2,1000,1.00,1.99
4,1000,1.00,3.98
8,1000,1.00,8.03
16,1000,1.00,16.05
32,1000,1.02,31.49
64,1000,1.14,55.96
128,1000,1.19,107.37
256,1000,1.43,179.03
512,1000,1.50,340.66
1024,1000,1.67,613.62
2048,1000,2.32,883.07
4096,1000,3.17,1292.10
8192,1000,4.43,1848.11
16384,1000,6.23,2627.91
32768,1000,8.41,3896.30
65536,640,12.24,5352.23
131072,320,18.45,7105.40
262144,160,32.04,8180.91
524288,80,54.26,9662.89
1048576,40,96.91,10819.85
2097152,20,182.45,11494.54
4194304,10,352.56,11896.78
8388608,5,692.92,12106.24
16777216,2,1383.55,12126.24
33554432,1,2757.37,12169.01
67108864,1,5512.28,12174.43
134217728,1,11039.20,12158.28
268435456,1,22070.21,12162.80
