#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.99,0.00
1,1000,0.99,1.01
2,1000,1.00,2.00
4,1000,0.99,4.02
8,1000,0.99,8.10
16,1000,0.99,16.14
32,1000,1.01,31.65
64,1000,1.14,55.95
128,1000,1.19,107.26
256,1000,1.44,177.45
512,1000,1.50,341.00
1024,1000,1.66,615.70
2048,1000,2.33,880.33
4096,1000,3.18,1290.05
8192,1000,4.51,1815.77
16384,1000,6.40,2561.34
32768,1000,8.54,3836.90
65536,640,12.31,5324.78
131072,320,18.50,7086.45
262144,160,31.99,8194.44
524288,80,54.02,9704.55
1048576,40,96.86,10825.26
2097152,20,182.18,11511.24
4194304,10,352.53,11897.57
8388608,5,693.59,12094.45
16777216,2,1381.47,12144.47
33554432,1,2770.52,12111.22
67108864,1,5531.14,12132.93
134217728,1,11038.80,12158.73
268435456,1,22083.88,12155.27
