#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.98,0.00
1,1000,0.99,1.01
2,1000,1.00,2.00
4,1000,1.00,4.00
8,1000,0.99,8.10
16,1000,0.99,16.15
32,1000,1.01,31.63
64,1000,1.14,55.97
128,1000,1.19,107.20
256,1000,1.44,177.92
512,1000,1.51,338.80
1024,1000,1.67,613.46
2048,1000,2.33,877.90
4096,1000,3.18,1288.34
8192,1000,4.49,1824.28
16384,1000,6.41,2556.80
32768,1000,8.54,3838.86
65536,640,12.32,5318.45
131072,320,18.50,7083.38
262144,160,31.93,8208.78
524288,80,54.10,9691.88
1048576,40,96.86,10825.54
2097152,20,182.27,11505.70
4194304,10,351.81,11922.21
8388608,5,693.01,12104.56
16777216,2,1382.41,12136.18
33554432,1,2760.21,12156.47
67108864,1,5527.12,12141.75
134217728,1,11044.72,12152.20
268435456,1,22069.59,12163.14
