#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.98,0.00
1,1000,0.99,1.01
2,1000,1.00,2.00
4,1000,1.00,3.98
8,1000,0.99,8.08
16,1000,0.99,16.13
32,1000,1.01,31.62
64,1000,1.14,55.93
128,1000,1.19,107.63
256,1000,1.43,178.41
512,1000,1.51,340.14
1024,1000,1.67,613.33
2048,1000,2.33,878.42
4096,1000,3.18,1288.02
8192,1000,4.46,1838.14
16384,1000,6.28,2607.79
32768,1000,8.39,3903.71
65536,640,12.24,5354.32
131072,320,18.50,7083.62
262144,160,31.98,8198.28
524288,80,57.54,9111.07
1048576,40,98.11,10688.02
2097152,20,182.30,11503.81
4194304,10,352.88,11885.75
8388608,5,692.99,12105.00
16777216,2,1382.48,12135.62
33554432,1,2764.17,12139.05
67108864,1,5517.33,12163.29
134217728,1,11043.33,12153.73
268435456,1,22074.24,12160.57
