#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.98,0.00
1,1000,0.99,1.01
2,1000,1.00,1.99
4,1000,1.00,4.02
8,1000,0.99,8.09
16,1000,0.99,16.17
32,1000,1.01,31.57
64,1000,1.15,55.76
128,1000,1.19,107.13
256,1000,1.44,177.22
512,1000,1.51,339.80
1024,1000,1.82,562.00
2048,1000,2.33,877.98
4096,1000,3.17,1290.83
8192,1000,4.44,1844.08
16384,1000,6.25,2622.92
32768,1000,8.40,3901.10
65536,640,12.23,5358.07
131072,320,18.39,7126.22
262144,160,31.99,8195.45
524288,80,54.20,9672.88
1048576,40,96.86,10825.95
2097152,20,182.14,11513.80
4194304,10,352.56,11896.72
8388608,5,692.07,12121.01
16777216,2,1380.40,12153.85
33554432,1,2757.51,12168.40
67108864,1,5520.70,12155.85
134217728,1,11040.37,12156.99
268435456,1,22063.35,12166.58
