#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,1.00,0.00
1,1000,0.99,1.01
2,1000,1.00,1.99
4,1000,1.00,3.99
8,1000,1.00,8.03
16,1000,1.00,16.05
32,1000,1.01,31.59
64,1000,1.14,56.02
128,1000,1.19,107.48
256,1000,1.44,178.14
512,1000,1.51,340.03
1024,1000,1.67,612.76
2048,1000,2.35,873.17
4096,1000,3.25,1259.46
8192,1000,4.54,1803.59
16384,1000,6.38,2569.44
32768,1000,8.52,3845.70
65536,640,12.28,5338.98
131072,320,18.55,7067.71
262144,160,31.93,8208.70
524288,80,54.15,9682.27
1048576,40,96.92,10819.19
2097152,20,182.19,11510.67
4194304,10,352.01,11915.29
8388608,5,692.73,12109.44
16777216,2,1383.56,12126.10
33554432,1,2758.84,12162.49
67108864,1,5528.02,12139.77
134217728,1,11032.95,12165.17
268435456,1,22067.95,12164.04
