numproc,exec-time,init-time
64,0.000106332,1.27e-07
64,0.000106637,1.12e-07
64,0.000106385,1.57e-07
64,0.000106337,9.6e-08
64,0.000106295,1.38e-07
64,0.000106379,1.27e-07
64,0.000106287,1.47e-07
64,0.000106251,1.12e-07
64,0.000106339,1.05e-07
64,0.00010645,1.5e-07
