pre.send,main.matrix,remain.matrix,total.comput,total
0.00762873,0.192544,0.0083306,0.200875,0.208504
0.00760332,0.197865,0.0083603,0.206226,0.213829
0.00764107,0.199094,0.00835164,0.207446,0.215087
0.00769476,0.195592,0.00840686,0.203999,0.211694
0.00823067,0.193944,0.00893938,0.202883,0.211114
0.00771179,0.202135,0.0138611,0.215996,0.223708
0.00774817,0.194723,0.008509,0.203232,0.21098
0.00831363,0.195757,0.00901589,0.204773,0.213086
0.00767667,0.193729,0.00838537,0.202115,0.209791
0.00767534,0.193648,0.0083723,0.20202,0.209695
