pre.send,main.matrix,remain.matrix,total.comput,total
0.00758213,0.213825,0.0151773,0.229002,0.236584
0.0076118,0.214893,0.0152255,0.230119,0.23773
0.00810215,0.214145,0.0157034,0.229848,0.23795
0.00755466,0.215579,0.0155918,0.231171,0.238726
0.00786845,0.236752,0.0158134,0.252566,0.260434
0.00807637,0.214154,0.015698,0.229852,0.237929
0.0075274,0.212382,0.0150957,0.227478,0.235005
0.00765708,0.216155,0.0153005,0.231456,0.239113
0.00768333,0.215644,0.0153266,0.23097,0.238654
0.00769235,0.216577,0.0153378,0.231915,0.239608
