numproc,exec-time,init-time
40,6.62669e-05,1.02e-07
40,6.50424e-05,1.32e-07
40,6.51618e-05,1.35e-07
40,6.59366e-05,1.45e-07
40,6.63527e-05,9.9e-08
40,6.46155e-05,1.45e-07
40,6.70453e-05,1.43e-07
40,6.52219e-05,1.49e-07
40,6.53916e-05,1.4e-07
40,6.62001e-05,1.58e-07
