#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.22,0.00
1,1000,0.20,4.99
2,1000,0.19,10.54
4,1000,0.19,21.06
8,1000,0.19,41.19
16,1000,0.19,85.81
32,1000,0.22,143.79
64,1000,0.22,289.16
128,1000,0.30,423.93
256,1000,0.33,785.59
512,1000,0.38,1335.43
1024,1000,0.50,2048.55
2048,1000,0.74,2757.52
4096,1000,1.12,3653.24
8192,1000,1.86,4393.55
16384,1000,2.96,5528.69
32768,1000,4.82,6800.21
65536,640,8.32,7878.24
131072,320,15.01,8734.52
262144,160,12.64,20747.19
524288,80,22.30,23508.07
1048576,40,51.16,20497.75
2097152,20,142.35,14732.83
4194304,10,300.29,13967.34
8388608,5,841.62,9967.19
16777216,2,2241.69,7484.18
33554432,1,5143.90,6523.15
67108864,1,10311.67,6508.05
134217728,1,20660.49,6496.35
268435456,1,41300.58,6499.56
