#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.20,0.00
1,1000,0.19,5.40
2,1000,0.19,10.77
4,1000,0.19,21.51
8,1000,0.19,42.58
16,1000,0.19,85.26
32,1000,0.23,140.29
64,1000,0.23,282.45
128,1000,0.32,404.74
256,1000,0.33,780.33
512,1000,0.40,1284.80
1024,1000,0.50,2060.54
2048,1000,0.74,2752.60
4096,1000,1.12,3666.00
8192,1000,1.87,4391.85
16384,1000,2.96,5532.31
32768,1000,4.81,6809.31
65536,640,8.29,7904.75
131072,320,14.99,8741.33
262144,160,12.61,20792.94
524288,80,22.26,23550.84
1048576,40,49.81,21050.22
2097152,20,139.29,15056.35
4194304,10,310.25,13519.17
8388608,5,849.16,9878.66
16777216,2,2247.49,7464.87
33554432,1,5146.68,6519.62
67108864,1,10368.76,6472.22
134217728,1,20694.50,6485.67
268435456,1,41289.43,6501.31
