#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.19,0.00
1,1000,0.19,5.16
2,1000,0.18,10.84
4,1000,0.18,21.70
8,1000,0.20,39.79
16,1000,0.19,86.23
32,1000,0.23,140.10
64,1000,0.23,282.51
128,1000,0.30,421.51
256,1000,0.33,774.05
512,1000,0.38,1363.94
1024,1000,0.48,2113.64
2048,1000,0.74,2767.67
4096,1000,1.12,3667.98
8192,1000,1.86,4401.84
16384,1000,2.96,5544.26
32768,1000,5.05,6483.12
65536,640,8.80,7449.39
131072,320,15.71,8343.86
262144,160,13.95,18793.24
524288,80,24.70,21230.00
1048576,40,54.60,19204.71
2097152,20,141.00,14872.92
4194304,10,299.98,13982.16
8388608,5,838.46,10004.76
16777216,2,2250.48,7454.94
33554432,1,5163.81,6498.00
67108864,1,10315.19,6505.83
134217728,1,20705.88,6482.11
268435456,1,41381.91,6486.78
