#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.20,0.00
1,1000,0.20,4.90
2,1000,0.20,10.16
4,1000,0.20,20.17
8,1000,0.19,42.12
16,1000,0.19,83.81
32,1000,0.22,146.25
64,1000,0.22,294.88
128,1000,0.31,407.38
256,1000,0.33,770.92
512,1000,0.40,1281.04
1024,1000,0.50,2059.52
2048,1000,0.74,2759.66
4096,1000,1.12,3659.97
8192,1000,1.86,4394.86
16384,1000,2.96,5536.48
32768,1000,5.07,6459.56
65536,640,8.78,7460.00
131072,320,15.61,8397.24
262144,160,13.80,18995.58
524288,80,24.83,21112.45
1048576,40,52.77,19872.40
2097152,20,139.32,15053.12
4194304,10,303.94,13799.86
8388608,5,834.91,10047.26
16777216,2,2247.66,7464.31
33554432,1,5206.54,6444.67
67108864,1,10339.31,6490.65
134217728,1,20710.09,6480.79
268435456,1,41340.09,6493.34
