#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.20,0.00
1,1000,0.20,4.98
2,1000,0.19,10.49
4,1000,0.18,21.93
8,1000,0.19,43.04
16,1000,0.18,87.24
32,1000,0.22,146.34
64,1000,0.22,293.43
128,1000,0.31,414.82
256,1000,0.33,782.23
512,1000,0.40,1286.76
1024,1000,0.51,2025.02
2048,1000,0.74,2762.40
4096,1000,1.12,3653.04
8192,1000,1.87,4390.74
16384,1000,2.96,5533.02
32768,1000,4.82,6805.30
65536,640,8.30,7891.39
131072,320,15.02,8728.31
262144,160,12.59,20815.90
524288,80,22.27,23538.55
1048576,40,49.00,21397.88
2097152,20,137.66,15234.58
4194304,10,315.35,13300.49
8388608,5,873.16,9607.14
16777216,2,2238.69,7494.21
33554432,1,5099.87,6579.47
67108864,1,10315.27,6505.78
134217728,1,20746.37,6469.46
268435456,1,41374.03,6488.02
