#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.20,0.00
1,1000,0.19,5.18
2,1000,0.19,10.29
4,1000,0.18,21.88
8,1000,0.18,43.63
16,1000,0.18,87.16
32,1000,0.22,144.69
64,1000,0.22,285.54
128,1000,0.31,412.69
256,1000,0.33,782.25
512,1000,0.39,1308.27
1024,1000,0.49,2085.89
2048,1000,0.74,2752.85
4096,1000,1.12,3672.23
8192,1000,1.86,4402.90
16384,1000,2.97,5521.26
32768,1000,4.82,6800.47
65536,640,8.31,7885.57
131072,320,15.01,8732.11
262144,160,13.64,19212.95
524288,80,24.71,21216.36
1048576,40,53.59,19568.06
2097152,20,137.66,15234.41
4194304,10,312.81,13408.51
8388608,5,839.17,9996.26
16777216,2,2239.84,7490.38
33554432,1,5196.96,6456.55
67108864,1,10389.29,6459.43
134217728,1,20674.20,6492.04
268435456,1,41394.78,6484.77
