#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.20,0.00
1,1000,0.18,5.41
2,1000,0.19,10.66
4,1000,0.19,21.34
8,1000,0.18,43.26
16,1000,0.18,86.61
32,1000,0.22,142.36
64,1000,0.22,289.73
128,1000,0.31,409.06
256,1000,0.33,779.94
512,1000,0.39,1312.66
1024,1000,0.51,2016.13
2048,1000,0.75,2748.21
4096,1000,1.12,3657.54
8192,1000,1.87,4387.74
16384,1000,2.96,5538.04
32768,1000,4.81,6817.88
65536,640,8.48,7729.49
131072,320,15.02,8723.92
262144,160,12.59,20818.47
524288,80,22.29,23520.60
1048576,40,51.69,20286.74
2097152,20,140.98,14875.40
4194304,10,309.18,13566.02
8388608,5,846.55,9909.15
16777216,2,2250.42,7455.14
33554432,1,5132.12,6538.12
67108864,1,10414.72,6443.65
134217728,1,20689.39,6487.27
268435456,1,41297.15,6500.10
