#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.20,0.00
1,1000,0.21,4.83
2,1000,0.19,10.75
4,1000,0.19,21.52
8,1000,0.19,42.86
16,1000,0.19,83.79
32,1000,0.23,141.92
64,1000,0.23,282.68
128,1000,0.31,412.73
256,1000,0.33,785.47
512,1000,0.39,1313.83
1024,1000,0.49,2073.56
2048,1000,0.74,2755.99
4096,1000,1.12,3667.71
8192,1000,1.86,4399.02
16384,1000,2.96,5537.98
32768,1000,4.81,6808.53
65536,640,8.32,7880.29
131072,320,14.99,8741.72
262144,160,12.63,20750.86
524288,80,22.33,23474.61
1048576,40,50.23,20876.04
2097152,20,141.88,14781.30
4194304,10,298.81,14036.63
8388608,5,867.35,9671.56
16777216,2,2237.35,7498.70
33554432,1,5215.88,6433.13
67108864,1,10344.14,6487.62
134217728,1,20699.51,6484.10
268435456,1,41337.49,6493.75
