#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.20,0.00
1,1000,0.20,4.96
2,1000,0.18,10.94
4,1000,0.18,21.83
8,1000,0.18,43.69
16,1000,0.18,86.84
32,1000,0.22,142.71
64,1000,0.22,290.13
128,1000,0.31,418.99
256,1000,0.32,795.00
512,1000,0.37,1382.91
1024,1000,0.49,2102.58
2048,1000,0.74,2766.80
4096,1000,1.12,3670.32
8192,1000,1.87,4390.14
16384,1000,2.96,5530.39
32768,1000,5.06,6471.66
65536,640,8.76,7482.99
131072,320,15.54,8432.08
262144,160,13.83,18958.46
524288,80,24.58,21328.77
1048576,40,52.65,19917.75
2097152,20,141.65,14805.63
4194304,10,301.50,13911.54
8388608,5,838.61,10003.04
16777216,2,2249.95,7456.70
33554432,1,5177.97,6480.23
67108864,1,10330.83,6495.98
134217728,1,20714.08,6479.54
268435456,1,41321.98,6496.19
