numproc,exec-time,init-time
34,4.10896e-05,1.5e-07
34,4.12406e-05,1.47e-07
34,3.99149e-05,1.12e-07
34,4.00367e-05,1.03e-07
34,4.18849e-05,2.05e-07
34,4.08525e-05,1.38e-07
34,4.13712e-05,2.36e-07
34,4.04615e-05,1.06e-07
34,4.29837e-05,2e-07
34,4.08054e-05,1.04e-07
