pre.send,main.matrix,remain.matrix,total.comput,total
0.0107833,0.178159,0.0107837,0.188942,0.199726
0.0108821,0.178231,0.0108824,0.189114,0.199996
0.0107593,0.176625,0.0107595,0.187385,0.198144
0.0107783,0.176118,0.0107785,0.186897,0.197675
0.0108831,0.178318,0.0108835,0.189202,0.200085
0.0107816,0.17659,0.0107817,0.187372,0.198154
0.0107814,0.17804,0.0107818,0.188822,0.199603
0.0108088,0.177171,0.0108092,0.18798,0.198789
0.0107391,0.176162,0.0107394,0.186902,0.197641
0.0107897,0.178167,0.0107899,0.188957,0.199746
