pre.send,main.matrix,remain.matrix,total.comput,total
0.00769668,0.157199,0.0112768,0.168475,0.176172
0.00756091,0.157117,0.0109164,0.168034,0.175594
0.00767087,0.159216,0.0110117,0.170227,0.177898
0.00757323,0.167233,0.0110096,0.178243,0.185816
0.00811802,0.157089,0.0114765,0.168565,0.176683
0.0081205,0.156352,0.0115176,0.16787,0.17599
0.00759348,0.157669,0.0109879,0.168657,0.176251
0.00756646,0.157913,0.0109127,0.168826,0.176392
0.0080645,0.156112,0.0114809,0.167593,0.175657
0.00812208,0.156064,0.0114576,0.167522,0.175644
